ticker,quarter,entry_score_0_100,post_llm_demote_flag,post_llm_demote_severity,post_llm_demote_reason_code,post_llm_demote_overrideable,right_tail_evidence_score,right_tail_queue_type,right_tail_recommended_action,right_tail_reason_codes,right_tail_score_parts,right_tail_score_input_columns,market_repricing_score,repricing_momentum_priority,repricing_momentum_extension,primary_theme,theme_role,theme_tailwind_score,why_demoted,why_still_interesting
PACS,2025Q4,31,0,none,,,12.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,rm_buy_review_flag,"{""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,0,,,,,0,,rm_buy_review_flag
PAHC,2025Q2,16,,none,,,12.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,rm_buy_review_flag,"{""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,0,,,,,0,,rm_buy_review_flag
PANW,2023Q4,3,,none,,,12.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,rm_buy_review_flag,"{""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,0,,,,,0,,rm_buy_review_flag
PAR,2022Q2,11,,none,,,12.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,rm_buy_review_flag,"{""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,0,,,,,0,,rm_buy_review_flag
PARR,2025Q2,15,,none,,,12.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,rm_buy_review_flag,"{""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,0,,,,,0,,rm_buy_review_flag
PATK,2023Q4,5,,none,,,12.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,rm_buy_review_flag,"{""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,0,,,,,0,,rm_buy_review_flag
PAYC,2023Q4,53,0,none,,,12.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,rm_buy_review_flag,"{""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,0,,,,,0,,rm_buy_review_flag
PBF,2022Q1,15,,none,,,12.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,rm_buy_review_flag,"{""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,6,Repricing momentum priority,Repricing momentum extension,,,0,,rm_buy_review_flag
PBF,2025Q2,16,,none,,,12.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,rm_buy_review_flag,"{""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,0,,,,,0,,rm_buy_review_flag
PBF,2025Q3,8,,none,,,12.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,rm_buy_review_flag,"{""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,0,,,,,0,,rm_buy_review_flag
PBI,2024Q2,51,0,none,,,12.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,rm_buy_review_flag,"{""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,6,Repricing momentum priority,Repricing momentum extension,,,0,,rm_buy_review_flag
PEB,2024Q1,22,,none,,,12.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,rm_buy_review_flag,"{""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,6,Repricing momentum priority,Repricing momentum extension,,,0,,rm_buy_review_flag
PEGA,2023Q1,20,,none,,,12.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,rm_buy_review_flag,"{""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,6,Repricing momentum priority,Repricing momentum extension,,,0,,rm_buy_review_flag
PENG,2023Q2,9,,none,,,12.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,rm_buy_review_flag,"{""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,0,,,,,0,,rm_buy_review_flag
PENG,2024Q1,17,,none,,,12.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,rm_buy_review_flag,"{""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,6,Repricing momentum priority,Repricing momentum extension,,,0,,rm_buy_review_flag
PGY,2025Q1,77,0,none,,,12.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,rm_buy_review_flag,"{""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,6,Repricing momentum priority,Repricing momentum extension,,,0,,rm_buy_review_flag
