sample_id,quarter,ticker,mini_bucket,xhigh_bucket,bucket_changed,mini_score,xhigh_score,score_change,score_changed,mini_risk,xhigh_risk,risk_change,risk_changed,mini_action,xhigh_action,action_change,action_changed,mini_confidence,xhigh_confidence,confidence_changed,mini_detected_driver_category,xhigh_detected_driver_category,driver_category_changed
T3000323,2023Q1,KOS,inflecting,inflecting,0,8,8,0,0,1,1,0,0,3,3,0,0,high,high,0,production_and_free_cash_flow,production_and_free_cash_flow_growth,1
T3000324,2023Q1,LE,neutral,deteriorating,1,2,-3,-5,1,3,3,0,0,0,-3,-3,1,high,high,0,demand_and_margin_pressure,demand_and_margin_pressure,0
T3000325,2023Q1,LFST,constructive,constructive,0,3,3,0,0,3,2,-1,1,1,1,0,0,high,high,0,clinic_network_expansion,growth_with_profitability_rebuild,1
T3000326,2023Q1,LILA,inflecting,neutral,1,8,1,-7,1,1,3,2,1,3,0,-3,1,high,high,0,subscriber_and_oibda_growth,integration_and_rebased_growth,1
T3000327,2023Q1,LILAK,inflecting,neutral,1,8,1,-7,1,1,3,2,1,3,0,-3,1,high,high,0,subscriber_and_oibda_growth,integration_and_rebased_growth,1
T3000328,2023Q1,LTH,inflecting,inflecting,0,8,9,1,1,1,1,0,0,3,3,0,0,high,high,0,revenue_and_margin_expansion,margin_expansion_and_revenue_growth,1
T3000329,2023Q1,MERC,neutral,deteriorating,1,2,-2,-4,1,3,3,0,0,0,-3,-3,1,medium,medium,0,pricing-cost-mix,commodity_price_cost_pressure,1
T3000330,2023Q1,MGNI,neutral,constructive,1,0,3,3,1,4,2,-2,1,-3,1,4,1,medium,high,1,growth-and-margin,platform_growth,1
T3000331,2023Q1,MPAA,constructive,neutral,1,3,0,-3,1,4,4,0,0,-3,-3,0,0,high,high,0,pricing-volume-and-orders,customer_order_delay_margin_recovery,1
T3000332,2023Q1,MQ,deteriorating,deteriorating,0,-2,-4,-2,1,4,4,0,0,-3,-3,0,0,medium,high,1,growth-with-losses,growth_deceleration_margin_pressure,1
T3000333,2023Q1,NCLH,deteriorating,deteriorating,0,-5,-4,1,1,5,4,-1,1,-3,-3,0,0,high,medium,1,financing-and-liquidity,refinancing_liquidity,1
T3000334,2023Q1,NNBR,constructive,neutral,1,3,2,-1,1,2,3,1,1,1,0,-1,1,medium,high,1,pricing-and-cash-flow,pricing_cost_control_balance_sheet_flexibility,1
T3000335,2023Q1,OSCR,deteriorating,deteriorating,0,-5,-1,4,1,3,2,-1,1,-3,-3,0,0,low,medium,1,guidance-update,guidance_reaffirmation,1
T3000336,2023Q1,OSUR,constructive,constructive,0,4,4,0,0,2,3,1,1,1,1,0,0,medium,high,1,mix-shift-and-cost-savings,revenue_scale_cost_savings_profitability_path,1
T3000337,2023Q1,OSW,inflecting,inflecting,0,7,9,2,1,2,1,-1,1,3,3,0,0,high,high,0,growth_and_margin_expansion,demand recovery and operating execution,1
T3000338,2023Q1,PAYO,deteriorating,neutral,1,-1,2,3,1,1,1,0,0,-3,0,3,1,medium,medium,0,management_transition,preliminary guidance update and management transition,1
T3000339,2023Q1,PKOH,constructive,constructive,0,3,5,2,1,2,2,0,0,1,1,0,0,medium,high,1,demand_and_operational_improvement,"demand recovery, backlog, and operational improvement",1
T3000340,2023Q1,RBBN,constructive,constructive,0,4,5,1,1,1,2,1,1,1,1,0,0,medium,high,1,margin_and_bookings_improvement,"customer wins, bookings, and cost reduction",1
T3000341,2023Q1,RDNW,neutral,deteriorating,1,1,-4,-5,1,4,4,0,0,-3,-3,0,0,high,high,0,margin_pressure_and_supply_mix,margin pressure and demand normalization,1
T3000342,2023Q1,REAL,constructive,neutral,1,4,2,-2,1,2,3,1,1,1,0,-1,1,medium,high,1,mix_shift_and_margin_improvement,business mix shift toward consignment,1
T3000343,2023Q1,RLJ,constructive,inflecting,1,4,8,4,1,1,1,0,0,1,3,2,1,medium,high,1,hotel_revenue_recovery,lodging demand recovery and balance sheet improvement,1
T3000344,2023Q1,RSI,constructive,constructive,0,3,3,0,0,2,2,0,0,1,1,0,0,medium,medium,0,market_expansion_and_growth,market expansion and path to profitability,1
T3000345,2023Q1,SG,neutral,deteriorating,1,0,-1,-1,1,4,3,-1,1,-3,-3,0,0,high,medium,1,unit_growth_and_margin_guidance,restaurant growth and path to profitability,1
T3000346,2023Q1,SHO,neutral,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,high,low,1,non-gaap_reconciliation_only,insufficient operating evidence,1
T3000347,2023Q1,SLQT,inflecting,inflecting,0,10,9,-1,1,0,1,1,1,3,3,0,0,high,high,0,guidance_raise_and_operating_execution,guidance raise and operating redesign,1
T3000348,2023Q1,SMCI,inflecting,inflecting,0,7,7,0,0,0,1,1,1,3,3,0,0,medium,high,1,guidance_raise_and_demand_strength,guidance beat from market expansion,1
T3000349,2023Q1,SMHI,constructive,constructive,0,4,3,-1,1,1,2,1,1,1,1,0,0,high,medium,1,pricing_and_utilization_improvement,pricing and utilization recovery,1
T3000350,2023Q1,SYM,inflecting,constructive,1,8,5,-3,1,0,2,2,1,3,1,-2,1,high,high,0,backlog_and_deployment_scaling,automation demand and backlog growth,1
T3000351,2023Q1,UPWK,constructive,neutral,1,5,0,-5,1,1,3,2,1,1,0,-1,1,medium,medium,0,product_mix_and_client_spend,marketplace monetization and sales productivity recovery,1
T3000352,2023Q1,VYGR,constructive,constructive,0,4,5,1,1,0,2,2,1,1,1,0,0,medium,medium,0,collaboration_monetization,strategic collaboration and financing,1
T3000353,2023Q1,WEST,constructive,constructive,0,5,5,0,0,2,2,0,0,1,1,0,0,high,high,0,growth_and_margin,revenue_and_adjusted_ebitda_growth,1
T3000354,2023Q1,WTTR,constructive,inflecting,1,5,9,4,1,1,1,0,0,1,3,2,1,medium,high,1,margin_expansion_and_integration,margin_expansion_and_acquisition_integration,1
T3000355,2023Q1,XHR,neutral,neutral,0,2,0,-2,1,2,2,0,0,0,0,0,0,low,medium,1,hotel_operating_recovery,hotel_recovery_disclosure,1
T3000356,2023Q1,XPER,deteriorating,deteriorating,0,-4,-4,0,0,4,4,0,0,-3,-3,0,0,high,high,0,guidance_and_impairment,platform_design_wins,1
T3000357,2023Q2,ACVA,inflecting,constructive,1,7,5,-2,1,1,2,1,1,3,1,-2,1,high,high,0,growth_and_guidance_raise,market_recovery_and_share_gain,1
T3000358,2023Q2,AFRM,neutral,deteriorating,1,2,-1,-3,1,3,4,1,1,0,-3,-3,1,medium,high,1,credit_and_transaction_growth,transaction_growth_and_credit_performance,1
T3000359,2023Q2,ARLO,inflecting,constructive,1,9,6,-3,1,1,2,1,1,3,1,-2,1,high,high,0,subscription_and_margin_expansion,subscription_mix_shift,1
T3000360,2023Q2,BHR,neutral,neutral,0,1,2,1,1,3,3,0,0,0,0,0,0,medium,high,1,hotel_asset_performance,hotel_revenue_recovery,1
T3000361,2023Q2,CCL,inflecting,inflecting,0,8,7,-1,1,2,2,0,0,3,3,0,0,high,high,0,pricing-yield-recovery,revenue recovery and cash flow inflection,1
T3000362,2023Q2,CDE,neutral,deteriorating,1,2,-2,-4,1,3,3,0,0,0,-3,-3,1,medium,high,1,production-and-guidance,production and project timing,1
T3000363,2023Q2,COMP,deteriorating,neutral,1,-2,1,3,1,3,3,0,0,-3,0,3,1,medium,high,1,cash-flow-turnaround,cost reduction and cash flow path,1
T3000364,2023Q2,CRDO,neutral,deteriorating,1,1,-3,-4,1,2,3,1,1,0,-3,-3,1,medium,medium,0,product-demand-growth,technology demand narrative,1
T3000365,2023Q2,CTLP,constructive,inflecting,1,6,7,1,1,1,1,0,0,1,3,2,1,high,high,0,digital-payments-growth,payments volume and recurring-fee growth,1
T3000366,2023Q2,CTOS,inflecting,inflecting,0,7,9,2,1,1,1,0,0,3,3,0,0,high,high,0,demand-and-guidance-raise,demand and supply-chain improvement,1
T3000367,2023Q2,CVGI,inflecting,inflecting,0,7,9,2,1,1,1,0,0,3,3,0,0,high,high,0,pricing-cost-leverage,"pricing, cost reduction, and new business wins",1
T3000368,2023Q2,CVNA,neutral,neutral,0,2,1,-1,1,4,4,0,0,-3,-3,0,0,high,high,0,profitability-and-liquidity-turnaround,profitability initiatives and inventory normalization,1
T3000369,2023Q2,CWK,neutral,deteriorating,1,0,-1,-1,1,4,4,0,0,-3,-3,0,0,high,high,0,cyclical demand decline,demand deterioration / cost actions,1
T3000370,2023Q2,CXM,inflecting,inflecting,0,7,8,1,1,2,1,-1,1,3,3,0,0,high,high,0,profitability inflection,subscription growth / operating leverage,1
T3000371,2023Q2,DAN,constructive,inflecting,1,5,8,3,1,1,2,1,1,1,3,2,1,medium,high,1,margin expansion,pricing / volume recovery,1
T3000372,2023Q2,DBI,deteriorating,deteriorating,0,-3,-2,1,1,3,5,2,1,-3,-3,0,0,high,high,0,consumer demand weakness,guidance cut / consumer demand weakness,1
T3000373,2023Q2,DCGO,constructive,constructive,0,3,3,0,0,2,3,1,1,1,1,0,0,medium,medium,0,new project ramp,backlog growth / margin recovery plan,1
T3000374,2023Q2,DDD,constructive,deteriorating,1,5,-2,-7,1,1,4,3,1,1,-3,-4,1,medium,high,1,cost discipline and end-market mix,demand weakness / restructuring,1
T3000375,2023Q2,DNOW,constructive,constructive,0,5,5,0,0,1,2,1,1,1,1,0,0,medium,medium,0,margin and liquidity strength,international growth / balance sheet strength,1
T3000376,2023Q2,DRH,constructive,constructive,0,6,6,0,0,1,1,0,0,1,1,0,0,high,high,0,travel demand recovery,travel demand recovery,0
T3000377,2023Q2,EEX,constructive,neutral,1,3,2,-1,1,2,2,0,0,1,0,-1,1,medium,medium,0,demand_recovery,post-COVID recovery,1
T3000378,2023Q2,EVCM,constructive,constructive,0,5,5,0,0,1,1,0,0,1,1,0,0,high,medium,1,cost_discipline,cost discipline,1
T3000379,2023Q2,FIGS,neutral,deteriorating,1,2,-1,-3,1,2,2,0,0,0,-3,-3,1,high,medium,1,brand_growth,demand softness,1
T3000380,2023Q2,FNKO,deteriorating,deteriorating,0,-1,-2,-1,1,4,4,0,0,-3,-3,0,0,high,high,0,cost_reset,inventory destocking and cost reduction,1
T3000381,2023Q2,GBTG,constructive,inflecting,1,6,9,3,1,1,1,0,0,1,3,2,1,high,high,0,transaction_volume_growth,travel demand recovery,1
T3000382,2023Q2,GRPN,neutral,deteriorating,1,0,-4,-4,1,4,5,1,1,-3,-3,0,0,high,high,0,turnaround_cost_cuts,turnaround restructuring,1
T3000383,2023Q2,HBB,neutral,neutral,0,2,0,-2,1,3,3,0,0,0,0,0,0,high,medium,1,inventory_rebalancing,retailer inventory rebalancing,1
T3000384,2023Q2,HIMS,inflecting,inflecting,0,8,9,1,1,1,1,0,0,3,3,0,0,high,high,0,subscriber_growth,subscription growth and scale economics,1
T3000385,2023Q2,HLMN,neutral,neutral,0,1,0,-1,1,2,2,0,0,0,0,0,0,medium,high,1,working-capital,working_capital_cash_flow,1
T3000386,2023Q2,JBLU,neutral,constructive,1,2,3,1,1,3,2,-1,1,0,1,1,1,medium,high,1,revenue-and-cost-execution,demand_cost_execution,1
T3000387,2023Q2,KLXE,constructive,constructive,0,4,5,1,1,2,2,0,0,1,1,0,0,high,high,0,activity-and-pricing,activity_pricing_utilization,1
T3000388,2023Q2,LE,constructive,constructive,0,5,4,-1,1,2,2,0,0,1,1,0,0,medium,high,1,margin-expansion,gross_margin_mix_supply_chain,1
T3000389,2023Q2,LFST,constructive,constructive,0,4,3,-1,1,2,2,0,0,1,1,0,0,medium,high,1,network-growth-and-margin,profitable_growth_operational_excellence,1
T3000390,2023Q2,LXU,neutral,deteriorating,1,1,-3,-4,1,2,3,1,1,0,-3,-3,1,medium,high,1,pricing-and-demand,commodity_pricing_pressure,1
T3000391,2023Q2,LYFT,neutral,neutral,0,2,2,0,0,3,3,0,0,0,0,0,0,high,high,0,cost-reduction-and-rideshare-strength,cost_reduction_service_reinvestment,1
T3000392,2023Q2,MAC,neutral,constructive,1,1,4,3,1,4,2,-2,1,-3,1,4,1,medium,high,1,leasing-and-noi,leasing_occupancy_noi,1
T3000393,2023Q2,MPAA,constructive,neutral,1,4,0,-4,1,2,3,1,1,1,0,-1,1,high,medium,1,pricing_mix_operations,margin_recovery,1
T3000394,2023Q2,MQ,deteriorating,deteriorating,0,-2,-1,1,1,4,4,0,0,-3,-3,0,0,high,high,0,cost_restructuring,cost_restructuring,0
T3000395,2023Q2,NATR,neutral,constructive,1,2,4,2,1,2,2,0,0,0,1,1,1,high,medium,1,margin_and_mix,profitability_and_cash_flow_recovery,1
T3000396,2023Q2,NCLH,inflecting,inflecting,0,9,8,-1,1,1,2,1,1,3,3,0,0,high,high,0,operational_recovery,demand_and_margin_recovery,1
T3000397,2023Q2,NMRK,neutral,deteriorating,1,0,-3,-3,1,2,4,2,1,0,-3,-3,1,high,high,0,cost_reduction,cyclical_cost_reduction,1
T3000398,2023Q2,NRDS,constructive,constructive,0,5,5,0,0,1,2,1,1,1,1,0,0,high,high,0,growth_expansion,multi_vertical_growth,1
T3000399,2023Q2,NVRI,constructive,inflecting,1,6,9,3,1,1,1,0,0,1,3,2,1,high,high,0,portfolio_execution,guidance_raise_and_segment_margin_expansion,1
T3000400,2023Q2,ORGO,constructive,deteriorating,1,4,-2,-6,1,1,3,2,1,1,-3,-4,1,high,medium,1,product_reimbursement,guidance_raise_with_margin_pressure,1
T3000401,2023Q2,OSUR,constructive,neutral,1,4,2,-2,1,3,4,1,1,1,-3,-4,1,medium,high,1,cost_efficiency_and_mix,manufacturing_efficiency_and_covid_test_demand,1
T3000402,2023Q2,OSW,inflecting,inflecting,0,9,9,0,0,1,1,0,0,3,3,0,0,high,high,0,demand_acceleration,demand_recovery_and_capacity_expansion,1
T3000403,2023Q2,PKOH,inflecting,inflecting,0,8,9,1,1,1,1,0,0,3,3,0,0,high,high,0,operational_improvement_and_backlog,demand_growth_and_margin_improvement,1
T3000404,2023Q2,PLTR,constructive,constructive,0,5,6,1,1,1,1,0,0,1,1,0,0,medium,medium,0,product_platform_momentum,profitability_inflection_and_ai_platform_demand,1
T3000405,2023Q2,PNTG,inflecting,constructive,1,7,6,-1,1,1,1,0,0,3,1,-2,1,high,high,0,volume_and_occupancy_growth,healthcare_services_recovery_and_cash_generation,1
T3000406,2023Q2,PTON,deteriorating,deteriorating,0,-5,-4,1,1,5,5,0,0,-3,-3,0,0,high,high,0,margin_pressure_and_guidance_cuts,restructuring_and_margin_recovery_attempt,1
T3000407,2023Q2,PWP,deteriorating,deteriorating,0,-2,-4,-2,1,2,3,1,1,-3,-3,0,0,medium,high,1,fee_momentum_mixed_with_cost_actions,advisory_market_pressure,1
T3000408,2023Q2,RDNW,neutral,deteriorating,1,0,-2,-2,1,2,4,2,1,0,-3,-3,1,medium,high,1,margin_mixed_with_volume_weakness,cost_reduction_and_inventory_rebalancing,1
T3000409,2023Q2,REAL,neutral,constructive,1,2,3,1,1,3,2,-1,1,0,1,1,1,high,high,0,mix_shift / margin improvement,mix_shift_margin_improvement,1
T3000410,2023Q2,RLJ,inflecting,inflecting,0,8,9,1,1,1,1,0,0,3,3,0,0,high,high,0,pricing / occupancy recovery,demand_recovery,1
T3000411,2023Q2,RNGR,inflecting,inflecting,0,8,9,1,1,1,1,0,0,3,3,0,0,high,high,0,operational efficiency / demand mix,utilization_efficiency,1
T3000412,2023Q2,SG,neutral,neutral,0,2,2,0,0,2,2,0,0,0,0,0,0,medium,high,1,same-store sales / margin improvement,cost_relief_and_margin_progress,1
T3000413,2023Q2,SLQT,inflecting,inflecting,0,7,7,0,0,2,2,0,0,3,3,0,0,high,high,0,segment mix / unit economics,unit_economics_and_guidance_raise,1
T3000414,2023Q2,SMCI,deteriorating,deteriorating,0,-3,-3,0,0,4,4,0,0,-3,-3,0,0,high,high,0,supply chain disruption,supply_chain_shortfall,1
T3000415,2023Q2,SMHI,constructive,constructive,0,3,3,0,0,1,2,1,1,1,1,0,0,medium,medium,0,market recovery / utilization,industry_recovery,1
T3000416,2023Q2,SPNT,constructive,inflecting,1,3,7,4,1,2,2,0,0,1,3,2,1,medium,high,1,underwriting improvement / portfolio de-risking,underwriting_turnaround,1
T3000417,2023Q2,STGW,neutral,deteriorating,1,2,-2,-4,1,2,3,1,1,0,-3,-3,1,medium,high,1,guidance_and_execution,demand / new business outlook,1
T3000418,2023Q2,SWIM,neutral,neutral,0,0,0,0,0,4,4,0,0,-3,-3,0,0,medium,high,1,demand_and_inventory,demand / channel inventory,1
T3000419,2023Q2,TEAD,deteriorating,deteriorating,0,-1,-1,0,0,4,4,0,0,-3,-3,0,0,medium,high,1,demand_and_pricing,advertising demand / partner retention,1
T3000420,2023Q2,TH,inflecting,inflecting,0,9,9,0,0,1,1,0,0,3,3,0,0,high,high,0,demand_and_expansion,capacity / customer demand,1
T3000421,2023Q2,TWI,constructive,inflecting,1,6,8,2,1,1,2,1,1,1,3,2,1,medium,high,1,margin_and_costs,productivity / cost reduction,1
T3000422,2023Q2,UIS,constructive,constructive,0,6,5,-1,1,2,2,0,0,1,1,0,0,medium,high,1,margin_and_pipeline,software license renewals / margin expansion,1
T3000423,2023Q2,ULCC,constructive,constructive,0,3,3,0,0,2,3,1,1,1,1,0,0,medium,high,1,capacity_and_network,network optimization / demand mix,1
T3000424,2023Q2,UPWK,neutral,constructive,1,0,3,3,1,3,4,1,1,0,-3,-3,1,medium,high,1,pricing_and_cost_actions,cost reduction / pricing model,1
T3000425,2023Q2,WEST,neutral,deteriorating,1,1,-1,-2,1,2,2,0,0,0,-3,-3,1,medium,high,1,operational ramp and margin build,capacity_expansion,1
T3000426,2023Q2,WRBY,constructive,constructive,0,6,6,0,0,2,2,0,0,1,1,0,0,high,high,0,margin expansion and operating leverage,profitability_improvement,1
T3000427,2023Q2,WTTR,inflecting,inflecting,0,8,8,0,0,1,2,1,1,3,3,0,0,high,high,0,backlog-driven growth and cash conversion,infrastructure_growth,1
T3000428,2023Q2,XHR,neutral,constructive,1,2,6,4,1,2,2,0,0,0,1,1,1,medium,high,1,hotel demand resilience,demand_recovery,1
T3000429,2023Q2,XPER,neutral,deteriorating,1,0,-1,-1,1,2,3,1,1,0,-3,-3,1,medium,high,1,commercial wins and licensing,design_wins,1
T3000430,2023Q3,ACCO,inflecting,constructive,1,7,3,-4,1,1,3,2,1,3,1,-2,1,high,high,0,pricing and cost actions,margin_expansion,1
T3000431,2023Q3,AEO,deteriorating,neutral,1,-2,1,3,1,1,1,0,0,-3,0,3,1,low,medium,1,guidance raise,preliminary_results_above_guidance,1
T3000432,2023Q3,AIOT,constructive,constructive,0,3,4,1,1,2,2,0,0,1,1,0,0,medium,high,1,cost savings and mix shift,business_model_mix_shift,1
T3000433,2023Q3,ANGO,neutral,neutral,0,2,1,-1,1,3,3,0,0,0,0,0,0,medium,medium,0,portfolio_shift_and_margin,portfolio_mix_medtech_growth,1
T3000434,2023Q3,ARLO,inflecting,inflecting,0,8,8,0,0,2,1,-1,1,3,3,0,0,high,high,0,subscription_and_margin_expansion,subscription_services_mix,1
T3000435,2023Q3,AVD,neutral,deteriorating,1,1,-5,-6,1,3,4,1,1,0,-3,-3,1,medium,high,1,demand_timing_and_restocking,channel_destocking_rebound_claim,1
T3000436,2023Q3,BHFAM,neutral,deteriorating,1,1,-2,-3,1,4,3,-1,1,-3,-3,0,0,medium,medium,0,annuity_sales_and_investment_income,insurance_sales_mix,1
T3000437,2023Q3,BV,inflecting,inflecting,0,7,7,0,0,1,1,0,0,3,3,0,0,high,high,0,cost_efficiency_and_margin_expansion,cost_management_margin_expansion,1
T3000438,2023Q3,BVS,neutral,neutral,0,1,1,0,0,4,3,-1,1,-3,0,3,1,medium,high,1,pricing_and_mix,profitability_discipline,1
T3000439,2023Q3,CCL,inflecting,inflecting,0,9,9,0,0,1,1,0,0,3,3,0,0,high,high,0,demand_recovery_and_yield,demand_recovery_pricing_yield,1
T3000440,2023Q3,CDE,neutral,deteriorating,1,2,-1,-3,1,3,4,1,1,0,-3,-3,1,medium,high,1,mine_operational_recovery,mine_ramp_operational_recovery,1
T3000441,2023Q3,CECO,inflecting,inflecting,0,9,8,-1,1,1,1,0,0,3,3,0,0,high,high,0,growth_and_backlog,orders_backlog_guidance_raise,1
T3000442,2023Q3,COMP,constructive,constructive,0,6,6,0,0,2,2,0,0,1,1,0,0,high,high,0,cash_flow_and_cost_discipline,cost_reduction_cash_flow_inflection,1
T3000443,2023Q3,CRDO,constructive,neutral,1,5,2,-3,1,1,2,1,1,1,0,-1,1,medium,medium,0,revenue_growth_and_margin,sequential_growth_outlook,1
T3000444,2023Q3,CTLP,constructive,constructive,0,5,6,1,1,1,1,0,0,1,1,0,0,high,high,0,transaction_and_subscription_growth,payments_subscription_growth_margin_recovery,1
T3000445,2023Q3,CTOS,constructive,constructive,0,4,3,-1,1,2,2,0,0,1,1,0,0,medium,medium,0,demand_and_supply_chain_recovery,demand_supply_chain_recovery,1
T3000446,2023Q3,CVGI,constructive,inflecting,1,6,7,1,1,2,2,0,0,1,3,2,1,high,high,0,pricing_and_mix,pricing_cost_reduction_margin_expansion,1
T3000447,2023Q3,CWK,deteriorating,neutral,1,-2,0,2,1,4,4,0,0,-3,-3,0,0,high,high,0,commercial_real_estate_slowdown,macro_transaction_volume_decline,1
T3000448,2023Q3,CYH,constructive,constructive,0,4,4,0,0,2,2,0,0,1,1,0,0,high,high,0,volume_and_reimbursement,volume_reimbursement_labor_cost_improvement,1
T3000449,2023Q3,DDD,deteriorating,neutral,1,-2,1,3,1,4,4,0,0,-3,-3,0,0,high,high,0,demand weakness and guidance cut,Demand weakness and guidance cut,1
T3000450,2023Q3,DRH,constructive,constructive,0,4,3,-1,1,1,2,1,1,1,1,0,0,medium,medium,0,hotel operating performance,Travel demand mix,1
T3000451,2023Q3,EBS,deteriorating,deteriorating,0,-3,-1,2,1,5,5,0,0,-3,-3,0,0,high,high,0,guidance cut and margin pressure,Guidance cut and margin pressure,1
T3000452,2023Q3,EVER,deteriorating,deteriorating,0,-5,-1,4,1,4,3,-1,1,-3,-3,0,0,high,medium,1,credit facility amendment,Liquidity and credit facility terms,1
T3000453,2023Q3,FIGS,constructive,constructive,0,4,3,-1,1,1,2,1,1,1,1,0,0,high,high,0,growth with margin pressure,Revenue growth with margin compression,1
T3000454,2023Q3,FNKO,neutral,neutral,0,0,0,0,0,4,4,0,0,-3,-3,0,0,high,high,0,operational turnaround and guidance reset,Operational turnaround amid sales decline,1
T3000455,2023Q3,GBTG,inflecting,inflecting,0,8,7,-1,1,1,2,1,1,3,3,0,0,high,high,0,accelerating growth and margin expansion,Guidance raise and operating leverage,1
T3000456,2023Q3,GRPN,neutral,neutral,0,2,2,0,0,2,3,1,1,0,0,0,0,high,high,0,turnaround progress,Transformation plan with shrinking revenue base,1
T3000457,2023Q3,GT,neutral,deteriorating,1,0,-1,-1,1,4,4,0,0,-3,-3,0,0,high,high,0,demand_weakness,demand_volume_decline,1
T3000458,2023Q3,HBB,neutral,constructive,1,1,4,3,1,2,2,0,0,0,1,1,1,high,high,0,working_capital,working_capital_cash_flow,1
T3000459,2023Q3,HLIT,constructive,neutral,1,4,2,-2,1,2,3,1,1,1,0,-1,1,medium,medium,0,backlog_and_product_mix,segment_mix_backlog,1
T3000460,2023Q3,HLMN,neutral,neutral,0,1,1,0,0,2,3,1,1,0,0,0,0,high,high,0,inventory_and_mix,inventory_cash_conversion,1
T3000461,2023Q3,HLX,constructive,inflecting,1,3,9,6,1,2,1,-1,1,1,3,2,1,medium,high,1,utilization,utilization_market_strength,1
T3000462,2023Q3,HRTG,inflecting,inflecting,0,9,9,0,0,1,1,0,0,3,3,0,0,high,high,0,underwriting_improvement,underwriting_profitability,1
T3000463,2023Q3,JBLU,deteriorating,deteriorating,0,-1,-1,0,0,4,4,0,0,-3,-3,0,0,high,high,0,demand_and_guidance,guidance_demand_pressure,1
T3000464,2023Q3,KLXE,neutral,constructive,1,1,4,3,1,2,3,1,1,0,1,1,1,high,medium,1,mix_and_efficiency,margin_mix_improvement,1
T3000465,2023Q3,LC,deteriorating,deteriorating,0,-1,-4,-3,1,3,5,2,1,-3,-3,0,0,high,high,0,liquidity_and_credit_margins,demand_and_credit_pressure,1
T3000466,2023Q3,LCUT,constructive,constructive,0,3,3,0,0,1,2,1,1,1,1,0,0,high,medium,1,margin_improvement_and_guidance_reaffirmation,margin_restructuring,1
T3000467,2023Q3,LE,constructive,neutral,1,5,2,-3,1,1,3,2,1,1,0,-1,1,high,medium,1,inventory_and_margin_discipline,inventory_and_margin_reset,1
T3000468,2023Q3,LFST,constructive,neutral,1,3,2,-1,1,2,2,0,0,1,0,-1,1,medium,medium,0,same_store_capacity_growth,growth_with_profitability_transition,1
T3000469,2023Q3,LOCO,constructive,neutral,1,3,2,-1,1,1,3,2,1,1,0,-1,1,high,medium,1,restaurant_operating_efficiency,restaurant_operations,1
T3000470,2023Q3,LYFT,constructive,constructive,0,5,6,1,1,2,2,0,0,1,1,0,0,high,medium,1,margin_expansion_and_cost_control,cost_restructuring_and_operating_leverage,1
T3000471,2023Q3,MBC,inflecting,inflecting,0,8,8,0,0,1,2,1,1,3,3,0,0,high,high,0,cost_savings_and_margin_expansion,margin_and_cash_flow_inflection,1
T3000472,2023Q3,MEC,inflecting,constructive,1,8,5,-3,1,1,2,1,1,3,1,-2,1,high,medium,1,volume_growth_and_acquisition_synergies,guidance_raise_and_margin_initiatives,1
T3000473,2023Q3,MG,neutral,deteriorating,1,2,-1,-3,1,3,4,1,1,0,-3,-3,1,medium,high,1,cost_savings_and_mix,cost savings and mix shift,1
T3000474,2023Q3,MPAA,neutral,neutral,0,1,0,-1,1,2,2,0,0,0,0,0,0,medium,medium,0,pricing_and_cost_mix,pricing and working capital management,1
T3000475,2023Q3,MQ,constructive,constructive,0,4,4,0,0,2,2,0,0,1,1,0,0,medium,high,1,growth_and_contract_retention,volume growth and customer contract,1
T3000476,2023Q3,MTRX,inflecting,constructive,1,9,5,-4,1,1,2,1,1,3,1,-2,1,high,high,0,backlog_and_awards,backlog growth,1
T3000477,2023Q3,NNBR,constructive,deteriorating,1,3,-1,-4,1,2,4,2,1,1,-3,-4,1,medium,high,1,operational_turnaround,cost actions and new business wins,1
T3000478,2023Q3,NRDS,neutral,deteriorating,1,2,-2,-4,1,2,3,1,1,0,-3,-3,1,medium,medium,0,growth_with_profitability_improvement,revenue growth with margin guidance,1
T3000479,2023Q3,OSUR,constructive,constructive,0,4,3,-1,1,2,2,0,0,1,1,0,0,medium,high,1,contract_driven_recovery,contracted revenue and efficiency actions,1
T3000480,2023Q3,OSW,inflecting,inflecting,0,10,9,-1,1,0,1,1,1,3,3,0,0,high,high,0,volume_and_margin_expansion,demand recovery and asset-light leverage,1
T3000481,2023Q3,OUT,neutral,deteriorating,1,2,-2,-4,1,3,5,2,1,0,-3,-3,1,high,high,0,mix_shift_and_headwind,demand weakness / impairment,1
T3000482,2023Q3,PEB,neutral,constructive,1,1,5,4,1,3,2,-1,1,0,1,1,1,high,high,0,demand_headwind_with_offset,travel demand recovery,1
T3000483,2023Q3,PTON,deteriorating,deteriorating,0,-1,-3,-2,1,4,5,1,1,-3,-3,0,0,high,high,0,turnaround_with_margin_pressure,turnaround execution risk,1
T3000484,2023Q3,PWP,constructive,neutral,1,3,0,-3,1,2,3,1,1,1,0,-1,1,high,high,0,revenue_growth_with_cost_headwinds,mixed revenue recovery / cost pressure,1
T3000485,2023Q3,QUAD,neutral,constructive,1,1,3,2,1,3,2,-1,1,0,1,1,1,high,high,0,cost_and_working_capital_improvement,productivity and cash-flow improvement,1
T3000486,2023Q3,REAL,constructive,constructive,0,3,4,1,1,3,3,0,0,1,1,0,0,high,high,0,business_model_shift,business model margin reset,1
